"experiment_uri","data_count"
"http://www.opensilex.org/weis/WS2019-2","1675"
"http://www.opensilex.org/weis/WS2017-1","4866"
"http://www.opensilex.org/weis/WS2018-1","0"
"http://www.opensilex.org/weis/WS2018-2","0"
"http://www.opensilex.org/weis/WS2016-1","221924"
"http://www.opensilex.org/weis/WS2020-1","0"
"http://www.opensilex.org/weis/WS1996-1","53558"
