"","so_uri","date","variable_uri","value","so_name","rdf_type","experiment_uri"
"222","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-1-PL4","2019-06-17","sixtine:set/variables#variable.abondance-araignees",1,"B_Fer-RIB-RES-1-PL4","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"223","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-1-PL4","2019-07-17","sixtine:set/variables#variable.richesse-specifique-araignees",4,"B_Fer-RIB-RES-1-PL4","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"224","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-1-PL4","2019-07-10","sixtine:set/variables#variable.richesse-specifique-araignees",2,"B_Fer-RIB-RES-1-PL4","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"225","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-1-PL4","2019-08-27","sixtine:set/variables#variable.richesse-specifique-araignees",1,"B_Fer-RIB-RES-1-PL4","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"226","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-1-PL4","2019-06-17","sixtine:set/variables#variable.richesse-specifique-araignees",1,"B_Fer-RIB-RES-1-PL4","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"227","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-1-PL4","2019-07-10","sixtine:set/variables#variable.abondance-araignees",2,"B_Fer-RIB-RES-1-PL4","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"228","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-1-PL4","2019-08-27","sixtine:set/variables#variable.abondance-araignees",4,"B_Fer-RIB-RES-1-PL4","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"229","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-1-PL5","2019-06-17","sixtine:set/variables#variable.abondance-araignees",0,"B_Fer-RIB-RES-1-PL5","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"230","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-1-PL5","2019-08-27","sixtine:set/variables#variable.abondance-araignees",5,"B_Fer-RIB-RES-1-PL5","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"231","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-1-PL5","2019-06-19","sixtine:set/variables#variable.abondance-araignees",6,"B_Fer-RIB-RES-1-PL5","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"232","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-1-PL5","2019-06-17","sixtine:set/variables#variable.richesse-specifique-araignees",0,"B_Fer-RIB-RES-1-PL5","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"233","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-1-PL5","2019-07-10","sixtine:set/variables#variable.abondance-araignees",7,"B_Fer-RIB-RES-1-PL5","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"234","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-1-PL5","2019-08-27","sixtine:set/variables#variable.richesse-specifique-araignees",3,"B_Fer-RIB-RES-1-PL5","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"235","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-1-PL5","2019-09-24","sixtine:set/variables#variable.abondance-araignees",8,"B_Fer-RIB-RES-1-PL5","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"236","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-1-PL5","2019-07-17","sixtine:set/variables#variable.richesse-specifique-araignees",5,"B_Fer-RIB-RES-1-PL5","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"237","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-1-PL5","2019-07-17","sixtine:set/variables#variable.abondance-araignees",19,"B_Fer-RIB-RES-1-PL5","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"238","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-1-PL5","2019-09-24","sixtine:set/variables#variable.richesse-specifique-araignees",3,"B_Fer-RIB-RES-1-PL5","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"239","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-1-PL5","2019-07-10","sixtine:set/variables#variable.richesse-specifique-araignees",5,"B_Fer-RIB-RES-1-PL5","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"240","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-1-PL5","2019-06-19","sixtine:set/variables#variable.richesse-specifique-araignees",4,"B_Fer-RIB-RES-1-PL5","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"241","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL1","2019-06-19","sixtine:set/variables#variable.richesse-specifique-araignees",8,"B_Fer-RIB-RES-2-PL1","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"242","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL1","2019-06-17","sixtine:set/variables#variable.richesse-specifique-araignees",2,"B_Fer-RIB-RES-2-PL1","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"243","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL1","2019-06-17","sixtine:set/variables#variable.abondance-araignees",3,"B_Fer-RIB-RES-2-PL1","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"244","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL1","2019-06-19","sixtine:set/variables#variable.abondance-araignees",13,"B_Fer-RIB-RES-2-PL1","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"245","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL1","2019-09-24","sixtine:set/variables#variable.richesse-specifique-araignees",4,"B_Fer-RIB-RES-2-PL1","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"246","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL1","2019-08-27","sixtine:set/variables#variable.abondance-araignees",1,"B_Fer-RIB-RES-2-PL1","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"247","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL1","2019-07-10","sixtine:set/variables#variable.abondance-araignees",14,"B_Fer-RIB-RES-2-PL1","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"248","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL1","2019-07-10","sixtine:set/variables#variable.richesse-specifique-araignees",8,"B_Fer-RIB-RES-2-PL1","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"249","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL1","2019-08-27","sixtine:set/variables#variable.richesse-specifique-araignees",1,"B_Fer-RIB-RES-2-PL1","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"250","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL1","2019-09-24","sixtine:set/variables#variable.abondance-araignees",9,"B_Fer-RIB-RES-2-PL1","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"251","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL1","2019-07-17","sixtine:set/variables#variable.richesse-specifique-araignees",8,"B_Fer-RIB-RES-2-PL1","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"252","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL1","2019-07-17","sixtine:set/variables#variable.abondance-araignees",19,"B_Fer-RIB-RES-2-PL1","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"253","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL2","2019-07-17","sixtine:set/variables#variable.abondance-araignees",15,"B_Fer-RIB-RES-2-PL2","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"254","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL2","2019-06-19","sixtine:set/variables#variable.richesse-specifique-araignees",6,"B_Fer-RIB-RES-2-PL2","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"255","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL2","2019-06-19","sixtine:set/variables#variable.abondance-araignees",13,"B_Fer-RIB-RES-2-PL2","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"256","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL2","2019-07-10","sixtine:set/variables#variable.richesse-specifique-araignees",7,"B_Fer-RIB-RES-2-PL2","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"257","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL2","2019-08-27","sixtine:set/variables#variable.richesse-specifique-araignees",2,"B_Fer-RIB-RES-2-PL2","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"258","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL2","2019-07-10","sixtine:set/variables#variable.abondance-araignees",18,"B_Fer-RIB-RES-2-PL2","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"259","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL2","2019-09-24","sixtine:set/variables#variable.abondance-araignees",5,"B_Fer-RIB-RES-2-PL2","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"260","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL2","2019-06-17","sixtine:set/variables#variable.abondance-araignees",0,"B_Fer-RIB-RES-2-PL2","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"261","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL2","2019-06-17","sixtine:set/variables#variable.richesse-specifique-araignees",0,"B_Fer-RIB-RES-2-PL2","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"262","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL2","2019-07-17","sixtine:set/variables#variable.richesse-specifique-araignees",7,"B_Fer-RIB-RES-2-PL2","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"263","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL2","2019-09-24","sixtine:set/variables#variable.richesse-specifique-araignees",4,"B_Fer-RIB-RES-2-PL2","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"264","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL2","2019-08-27","sixtine:set/variables#variable.abondance-araignees",2,"B_Fer-RIB-RES-2-PL2","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"265","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL3","2019-06-19","sixtine:set/variables#variable.abondance-araignees",11,"B_Fer-RIB-RES-2-PL3","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"266","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL3","2019-06-19","sixtine:set/variables#variable.richesse-specifique-araignees",5,"B_Fer-RIB-RES-2-PL3","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"267","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL3","2019-09-24","sixtine:set/variables#variable.abondance-araignees",7,"B_Fer-RIB-RES-2-PL3","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"268","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL3","2019-07-10","sixtine:set/variables#variable.abondance-araignees",15,"B_Fer-RIB-RES-2-PL3","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"269","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL3","2019-06-17","sixtine:set/variables#variable.abondance-araignees",0,"B_Fer-RIB-RES-2-PL3","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"270","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL3","2019-09-24","sixtine:set/variables#variable.richesse-specifique-araignees",3,"B_Fer-RIB-RES-2-PL3","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"271","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL3","2019-06-17","sixtine:set/variables#variable.richesse-specifique-araignees",0,"B_Fer-RIB-RES-2-PL3","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"272","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL3","2019-07-17","sixtine:set/variables#variable.richesse-specifique-araignees",6,"B_Fer-RIB-RES-2-PL3","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"273","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL3","2019-07-17","sixtine:set/variables#variable.abondance-araignees",22,"B_Fer-RIB-RES-2-PL3","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"274","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL3","2019-07-10","sixtine:set/variables#variable.richesse-specifique-araignees",7,"B_Fer-RIB-RES-2-PL3","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"275","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL3","2019-08-27","sixtine:set/variables#variable.abondance-araignees",8,"B_Fer-RIB-RES-2-PL3","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"276","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL3","2019-08-27","sixtine:set/variables#variable.richesse-specifique-araignees",3,"B_Fer-RIB-RES-2-PL3","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"277","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL4","2019-07-17","sixtine:set/variables#variable.abondance-araignees",17,"B_Fer-RIB-RES-2-PL4","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"278","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL4","2019-07-10","sixtine:set/variables#variable.abondance-araignees",17,"B_Fer-RIB-RES-2-PL4","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"279","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL4","2019-06-17","sixtine:set/variables#variable.abondance-araignees",4,"B_Fer-RIB-RES-2-PL4","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"280","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL4","2019-09-24","sixtine:set/variables#variable.abondance-araignees",5,"B_Fer-RIB-RES-2-PL4","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"281","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL4","2019-06-19","sixtine:set/variables#variable.abondance-araignees",6,"B_Fer-RIB-RES-2-PL4","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"282","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL4","2019-08-27","sixtine:set/variables#variable.richesse-specifique-araignees",2,"B_Fer-RIB-RES-2-PL4","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"283","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL4","2019-07-10","sixtine:set/variables#variable.richesse-specifique-araignees",6,"B_Fer-RIB-RES-2-PL4","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"284","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL4","2019-08-27","sixtine:set/variables#variable.abondance-araignees",3,"B_Fer-RIB-RES-2-PL4","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"285","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL4","2019-09-24","sixtine:set/variables#variable.richesse-specifique-araignees",4,"B_Fer-RIB-RES-2-PL4","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"286","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL4","2019-06-19","sixtine:set/variables#variable.richesse-specifique-araignees",5,"B_Fer-RIB-RES-2-PL4","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"287","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL4","2019-07-17","sixtine:set/variables#variable.richesse-specifique-araignees",6,"B_Fer-RIB-RES-2-PL4","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"288","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL4","2019-06-17","sixtine:set/variables#variable.richesse-specifique-araignees",4,"B_Fer-RIB-RES-2-PL4","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"289","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL5","2019-06-17","sixtine:set/variables#variable.abondance-araignees",0,"B_Fer-RIB-RES-2-PL5","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"290","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL5","2019-06-17","sixtine:set/variables#variable.richesse-specifique-araignees",0,"B_Fer-RIB-RES-2-PL5","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"291","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL5","2019-08-27","sixtine:set/variables#variable.richesse-specifique-araignees",0,"B_Fer-RIB-RES-2-PL5","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"292","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL5","2019-07-17","sixtine:set/variables#variable.richesse-specifique-araignees",8,"B_Fer-RIB-RES-2-PL5","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"293","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL5","2019-09-24","sixtine:set/variables#variable.richesse-specifique-araignees",4,"B_Fer-RIB-RES-2-PL5","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"294","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL5","2019-06-19","sixtine:set/variables#variable.abondance-araignees",4,"B_Fer-RIB-RES-2-PL5","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"295","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL5","2019-07-10","sixtine:set/variables#variable.abondance-araignees",2,"B_Fer-RIB-RES-2-PL5","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"296","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL5","2019-09-24","sixtine:set/variables#variable.abondance-araignees",7,"B_Fer-RIB-RES-2-PL5","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"297","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL5","2019-06-19","sixtine:set/variables#variable.richesse-specifique-araignees",4,"B_Fer-RIB-RES-2-PL5","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"298","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL5","2019-07-10","sixtine:set/variables#variable.richesse-specifique-araignees",2,"B_Fer-RIB-RES-2-PL5","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"299","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL5","2019-07-17","sixtine:set/variables#variable.abondance-araignees",38,"B_Fer-RIB-RES-2-PL5","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"300","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-2-PL5","2019-08-27","sixtine:set/variables#variable.abondance-araignees",0,"B_Fer-RIB-RES-2-PL5","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"301","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL1","2019-06-19","sixtine:set/variables#variable.abondance-araignees",9,"B_Fer-RIB-RES-3-PL1","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"302","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL1","2019-09-24","sixtine:set/variables#variable.abondance-araignees",7,"B_Fer-RIB-RES-3-PL1","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"303","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL1","2019-07-17","sixtine:set/variables#variable.abondance-araignees",34,"B_Fer-RIB-RES-3-PL1","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"304","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL1","2019-07-10","sixtine:set/variables#variable.abondance-araignees",20,"B_Fer-RIB-RES-3-PL1","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"305","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL1","2019-08-27","sixtine:set/variables#variable.abondance-araignees",5,"B_Fer-RIB-RES-3-PL1","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"306","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL1","2019-08-27","sixtine:set/variables#variable.richesse-specifique-araignees",1,"B_Fer-RIB-RES-3-PL1","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"307","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL1","2019-07-10","sixtine:set/variables#variable.richesse-specifique-araignees",7,"B_Fer-RIB-RES-3-PL1","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"308","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL1","2019-06-19","sixtine:set/variables#variable.richesse-specifique-araignees",4,"B_Fer-RIB-RES-3-PL1","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"309","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL1","2019-07-17","sixtine:set/variables#variable.richesse-specifique-araignees",6,"B_Fer-RIB-RES-3-PL1","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"310","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL1","2019-06-17","sixtine:set/variables#variable.abondance-araignees",2,"B_Fer-RIB-RES-3-PL1","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"311","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL1","2019-09-24","sixtine:set/variables#variable.richesse-specifique-araignees",3,"B_Fer-RIB-RES-3-PL1","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"312","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL1","2019-06-17","sixtine:set/variables#variable.richesse-specifique-araignees",2,"B_Fer-RIB-RES-3-PL1","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"313","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL2","2019-06-19","sixtine:set/variables#variable.richesse-specifique-araignees",3,"B_Fer-RIB-RES-3-PL2","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"314","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL2","2019-07-10","sixtine:set/variables#variable.abondance-araignees",14,"B_Fer-RIB-RES-3-PL2","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"315","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL2","2019-06-17","sixtine:set/variables#variable.abondance-araignees",4,"B_Fer-RIB-RES-3-PL2","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"316","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL2","2019-07-17","sixtine:set/variables#variable.abondance-araignees",6,"B_Fer-RIB-RES-3-PL2","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"317","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL2","2019-08-27","sixtine:set/variables#variable.abondance-araignees",2,"B_Fer-RIB-RES-3-PL2","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"318","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL2","2019-09-24","sixtine:set/variables#variable.abondance-araignees",5,"B_Fer-RIB-RES-3-PL2","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"319","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL2","2019-07-10","sixtine:set/variables#variable.richesse-specifique-araignees",6,"B_Fer-RIB-RES-3-PL2","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"320","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL2","2019-06-19","sixtine:set/variables#variable.abondance-araignees",6,"B_Fer-RIB-RES-3-PL2","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"321","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL2","2019-08-27","sixtine:set/variables#variable.richesse-specifique-araignees",2,"B_Fer-RIB-RES-3-PL2","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"322","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL2","2019-06-17","sixtine:set/variables#variable.richesse-specifique-araignees",3,"B_Fer-RIB-RES-3-PL2","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"323","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL2","2019-07-17","sixtine:set/variables#variable.richesse-specifique-araignees",2,"B_Fer-RIB-RES-3-PL2","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"324","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL2","2019-09-24","sixtine:set/variables#variable.richesse-specifique-araignees",3,"B_Fer-RIB-RES-3-PL2","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"325","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL3","2019-09-24","sixtine:set/variables#variable.richesse-specifique-araignees",3,"B_Fer-RIB-RES-3-PL3","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"326","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL3","2019-06-19","sixtine:set/variables#variable.abondance-araignees",10,"B_Fer-RIB-RES-3-PL3","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"327","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL3","2019-07-10","sixtine:set/variables#variable.richesse-specifique-araignees",4,"B_Fer-RIB-RES-3-PL3","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"328","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL3","2019-09-24","sixtine:set/variables#variable.abondance-araignees",3,"B_Fer-RIB-RES-3-PL3","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"329","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL3","2019-07-17","sixtine:set/variables#variable.richesse-specifique-araignees",9,"B_Fer-RIB-RES-3-PL3","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"330","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL3","2019-06-17","sixtine:set/variables#variable.abondance-araignees",5,"B_Fer-RIB-RES-3-PL3","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"331","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL3","2019-07-10","sixtine:set/variables#variable.abondance-araignees",14,"B_Fer-RIB-RES-3-PL3","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
"332","sixtine:set/experiments#resintbio/so-Placette/B_Fer-RIB-RES-3-PL3","2019-08-27","sixtine:set/variables#variable.abondance-araignees",5,"B_Fer-RIB-RES-3-PL3","vocabulary:SubPlot","sixtine:set/experiments#resintbio"
