"","experiment_uri","data_count"
"1","http://www.opensilex.org/weis/WS2019-2","1675"
"2","http://www.opensilex.org/weis/WS2017-1","4866"
"3","http://www.opensilex.org/weis/WS2018-1","0"
"4","http://www.opensilex.org/weis/WS2018-2","0"
"5","http://www.opensilex.org/weis/WS2016-1","221924"
"6","http://www.opensilex.org/weis/WS2020-1","0"
"7","http://www.opensilex.org/weis/WS1996-1","53558"
